DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/19/2012,IVEE,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,7,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,7.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,7.5,Strongylocentrotus purpuratus,Purple Urchin
6/21/2012,MOHK,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,2.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,3,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,10.5,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,11,Mesocentrotus franciscanus,Red Urchin
6/21/2012,MOHK,ANNUAL,11,Mesocentrotus franciscanus,Red Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
8/8/2012,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
